170204|2026-02-23|202418969|EXCUSED_ABSENCE
170204|2026-02-23|202418904|PRESENT
170204|2026-02-23|202418885|PRESENT
170204|2026-02-23|202418801|PRESENT
170204|2026-02-23|202418802|PRESENT
170204|2026-02-23|202418803|PRESENT
170204|2026-02-23|202418804|PRESENT
170204|2026-02-23|202418805|PRESENT
170204|2026-02-23|202418852|PRESENT
170204|2026-02-23|202418807|PRESENT
170204|2026-02-23|202418808|UNEXCUSED_ABSENCE
170204|2026-02-23|202418809|PRESENT
170204|2026-02-23|202418810|PRESENT
170204|2026-02-23|202418811|PRESENT
170204|2026-02-23|202418812|PRESENT
170204|2026-02-23|202418813|PRESENT
170204|2026-02-23|202418814|PRESENT
170204|2026-02-23|202418815|PRESENT
170204|2026-02-23|202418816|PRESENT
170204|2026-02-23|202418817|PRESENT
170204|2026-02-23|202418818|PRESENT
170204|2026-02-23|202418819|PRESENT
170204|2026-02-23|202418820|PRESENT
170204|2026-02-23|202418821|PRESENT
170204|2026-02-23|202418822|PRESENT
170204|2026-02-23|202418823|PRESENT
170204|2026-02-23|202418824|PRESENT
170204|2026-02-23|202418825|PRESENT
170204|2026-02-23|202418826|PRESENT
170204|2026-02-23|202418827|EXCUSED_ABSENCE
170204|2026-02-23|202418828|PRESENT
170204|2026-02-23|202418829|PRESENT
170204|2026-02-23|202418830|PRESENT
170204|2026-02-23|202418831|PRESENT
170204|2026-02-23|202418832|PRESENT
170204|2026-02-23|202418833|PRESENT
170204|2026-02-23|202418834|PRESENT
170204|2026-02-23|202418835|PRESENT
170204|2026-02-23|202418836|PRESENT
170204|2026-02-23|202418837|UNEXCUSED_ABSENCE
170204|2026-03-02|202418969|PRESENT
170204|2026-03-02|202418904|PRESENT
170204|2026-03-02|202418885|PRESENT
170204|2026-03-02|202418801|PRESENT
170204|2026-03-02|202418802|PRESENT
170204|2026-03-02|202418803|PRESENT
170204|2026-03-02|202418804|PRESENT
170204|2026-03-02|202418805|PRESENT
170204|2026-03-02|202418852|PRESENT
170204|2026-03-02|202418807|PRESENT
170204|2026-03-02|202418808|PRESENT
170204|2026-03-02|202418809|PRESENT
170204|2026-03-02|202418810|PRESENT
170204|2026-03-02|202418811|PRESENT
170204|2026-03-02|202418812|PRESENT
170204|2026-03-02|202418813|PRESENT
170204|2026-03-02|202418814|PRESENT
170204|2026-03-02|202418815|EXCUSED_ABSENCE
170204|2026-03-02|202418816|PRESENT
170204|2026-03-02|202418817|PRESENT
170204|2026-03-02|202418818|PRESENT
170204|2026-03-02|202418819|PRESENT
170204|2026-03-02|202418820|PRESENT
170204|2026-03-02|202418821|PRESENT
170204|2026-03-02|202418822|PRESENT
170204|2026-03-02|202418823|PRESENT
170204|2026-03-02|202418824|PRESENT
170204|2026-03-02|202418825|UNEXCUSED_ABSENCE
170204|2026-03-02|202418826|PRESENT
170204|2026-03-02|202418827|PRESENT
170204|2026-03-02|202418828|PRESENT
170204|2026-03-02|202418829|PRESENT
170204|2026-03-02|202418830|PRESENT
170204|2026-03-02|202418831|PRESENT
170204|2026-03-02|202418832|PRESENT
170204|2026-03-02|202418833|PRESENT
170204|2026-03-02|202418834|PRESENT
170204|2026-03-02|202418835|PRESENT
170204|2026-03-02|202418836|PRESENT
170204|2026-03-02|202418837|PRESENT
170204|2026-03-09|202418969|PRESENT
170204|2026-03-09|202418904|PRESENT
170204|2026-03-09|202418885|PRESENT
170204|2026-03-09|202418801|PRESENT
170204|2026-03-09|202418802|PRESENT
170204|2026-03-09|202418803|EXCUSED_ABSENCE
170204|2026-03-09|202418804|PRESENT
170204|2026-03-09|202418805|PRESENT
170204|2026-03-09|202418852|PRESENT
170204|2026-03-09|202418807|PRESENT
170204|2026-03-09|202418808|PRESENT
170204|2026-03-09|202418809|PRESENT
170204|2026-03-09|202418810|PRESENT
170204|2026-03-09|202418811|PRESENT
170204|2026-03-09|202418812|PRESENT
170204|2026-03-09|202418813|UNEXCUSED_ABSENCE
170204|2026-03-09|202418814|PRESENT
170204|2026-03-09|202418815|PRESENT
170204|2026-03-09|202418816|PRESENT
170204|2026-03-09|202418817|PRESENT
170204|2026-03-09|202418818|PRESENT
170204|2026-03-09|202418819|PRESENT
170204|2026-03-09|202418820|PRESENT
170204|2026-03-09|202418821|PRESENT
170204|2026-03-09|202418822|PRESENT
170204|2026-03-09|202418823|PRESENT
170204|2026-03-09|202418824|PRESENT
170204|2026-03-09|202418825|PRESENT
170204|2026-03-09|202418826|PRESENT
170204|2026-03-09|202418827|PRESENT
170204|2026-03-09|202418828|PRESENT
170204|2026-03-09|202418829|PRESENT
170204|2026-03-09|202418830|PRESENT
170204|2026-03-09|202418831|PRESENT
170204|2026-03-09|202418832|EXCUSED_ABSENCE
170204|2026-03-09|202418833|PRESENT
170204|2026-03-09|202418834|PRESENT
170204|2026-03-09|202418835|PRESENT
170204|2026-03-09|202418836|PRESENT
170204|2026-03-09|202418837|PRESENT
170204|2026-03-16|202418969|PRESENT
170204|2026-03-16|202418904|PRESENT
170204|2026-03-16|202418885|PRESENT
170204|2026-03-16|202418801|UNEXCUSED_ABSENCE
170204|2026-03-16|202418802|PRESENT
170204|2026-03-16|202418803|PRESENT
170204|2026-03-16|202418804|PRESENT
170204|2026-03-16|202418805|PRESENT
170204|2026-03-16|202418852|PRESENT
170204|2026-03-16|202418807|PRESENT
170204|2026-03-16|202418808|PRESENT
170204|2026-03-16|202418809|PRESENT
170204|2026-03-16|202418810|PRESENT
170204|2026-03-16|202418811|PRESENT
170204|2026-03-16|202418812|PRESENT
170204|2026-03-16|202418813|PRESENT
170204|2026-03-16|202418814|PRESENT
170204|2026-03-16|202418815|PRESENT
170204|2026-03-16|202418816|PRESENT
170204|2026-03-16|202418817|PRESENT
170204|2026-03-16|202418818|PRESENT
170204|2026-03-16|202418819|PRESENT
170204|2026-03-16|202418820|EXCUSED_ABSENCE
170204|2026-03-16|202418821|PRESENT
170204|2026-03-16|202418822|PRESENT
170204|2026-03-16|202418823|PRESENT
170204|2026-03-16|202418824|PRESENT
170204|2026-03-16|202418825|PRESENT
170204|2026-03-16|202418826|PRESENT
170204|2026-03-16|202418827|PRESENT
170204|2026-03-16|202418828|PRESENT
170204|2026-03-16|202418829|PRESENT
170204|2026-03-16|202418830|UNEXCUSED_ABSENCE
170204|2026-03-16|202418831|PRESENT
170204|2026-03-16|202418832|PRESENT
170204|2026-03-16|202418833|PRESENT
170204|2026-03-16|202418834|PRESENT
170204|2026-03-16|202418835|PRESENT
170204|2026-03-16|202418836|PRESENT
170204|2026-03-16|202418837|PRESENT
170204|2026-03-23|202418969|PRESENT
170204|2026-03-23|202418904|PRESENT
170204|2026-03-23|202418885|PRESENT
170204|2026-03-23|202418801|PRESENT
170204|2026-03-23|202418802|PRESENT
170204|2026-03-23|202418803|PRESENT
170204|2026-03-23|202418804|PRESENT
170204|2026-03-23|202418805|PRESENT
170204|2026-03-23|202418852|PRESENT
170204|2026-03-23|202418807|PRESENT
170204|2026-03-23|202418808|EXCUSED_ABSENCE
170204|2026-03-23|202418809|PRESENT
170204|2026-03-23|202418810|PRESENT
170204|2026-03-23|202418811|PRESENT
170204|2026-03-23|202418812|PRESENT
170204|2026-03-23|202418813|PRESENT
170204|2026-03-23|202418814|PRESENT
170204|2026-03-23|202418815|PRESENT
170204|2026-03-23|202418816|PRESENT
170204|2026-03-23|202418817|PRESENT
170204|2026-03-23|202418818|UNEXCUSED_ABSENCE
170204|2026-03-23|202418819|PRESENT
170204|2026-03-23|202418820|PRESENT
170204|2026-03-23|202418821|PRESENT
170204|2026-03-23|202418822|PRESENT
170204|2026-03-23|202418823|PRESENT
170204|2026-03-23|202418824|PRESENT
170204|2026-03-23|202418825|PRESENT
170204|2026-03-23|202418826|PRESENT
170204|2026-03-23|202418827|PRESENT
170204|2026-03-23|202418828|PRESENT
170204|2026-03-23|202418829|PRESENT
170204|2026-03-23|202418830|PRESENT
170204|2026-03-23|202418831|PRESENT
170204|2026-03-23|202418832|PRESENT
170204|2026-03-23|202418833|PRESENT
170204|2026-03-23|202418834|PRESENT
170204|2026-03-23|202418835|PRESENT
170204|2026-03-23|202418836|PRESENT
170204|2026-03-23|202418837|EXCUSED_ABSENCE
170204|2026-03-30|202418969|PRESENT
170204|2026-03-30|202418904|PRESENT
170204|2026-03-30|202418885|PRESENT
170204|2026-03-30|202418801|PRESENT
170204|2026-03-30|202418802|PRESENT
170204|2026-03-30|202418803|PRESENT
170204|2026-03-30|202418804|PRESENT
170204|2026-03-30|202418805|PRESENT
170204|2026-03-30|202418852|UNEXCUSED_ABSENCE
170204|2026-03-30|202418807|PRESENT
170204|2026-03-30|202418808|PRESENT
170204|2026-03-30|202418809|PRESENT
170204|2026-03-30|202418810|PRESENT
170204|2026-03-30|202418811|PRESENT
170204|2026-03-30|202418812|PRESENT
170204|2026-03-30|202418813|PRESENT
170204|2026-03-30|202418814|PRESENT
170204|2026-03-30|202418815|PRESENT
170204|2026-03-30|202418816|PRESENT
170204|2026-03-30|202418817|PRESENT
170204|2026-03-30|202418818|PRESENT
170204|2026-03-30|202418819|PRESENT
170204|2026-03-30|202418820|PRESENT
170204|2026-03-30|202418821|PRESENT
170204|2026-03-30|202418822|PRESENT
170204|2026-03-30|202418823|PRESENT
170204|2026-03-30|202418824|PRESENT
170204|2026-03-30|202418825|EXCUSED_ABSENCE
170204|2026-03-30|202418826|PRESENT
170204|2026-03-30|202418827|PRESENT
170204|2026-03-30|202418828|PRESENT
170204|2026-03-30|202418829|PRESENT
170204|2026-03-30|202418830|PRESENT
170204|2026-03-30|202418831|PRESENT
170204|2026-03-30|202418832|PRESENT
170204|2026-03-30|202418833|PRESENT
170204|2026-03-30|202418834|PRESENT
170204|2026-03-30|202418835|UNEXCUSED_ABSENCE
170204|2026-03-30|202418836|PRESENT
170204|2026-03-30|202418837|PRESENT
170204|2026-04-06|202418969|PRESENT
170204|2026-04-06|202418904|PRESENT
170204|2026-04-06|202418885|PRESENT
170204|2026-04-06|202418801|PRESENT
170204|2026-04-06|202418802|PRESENT
170204|2026-04-06|202418803|PRESENT
170204|2026-04-06|202418804|PRESENT
170204|2026-04-06|202418805|PRESENT
170204|2026-04-06|202418852|PRESENT
170204|2026-04-06|202418807|PRESENT
170204|2026-04-06|202418808|PRESENT
170204|2026-04-06|202418809|PRESENT
170204|2026-04-06|202418810|PRESENT
170204|2026-04-06|202418811|PRESENT
170204|2026-04-06|202418812|PRESENT
170204|2026-04-06|202418813|EXCUSED_ABSENCE
170204|2026-04-06|202418814|PRESENT
170204|2026-04-06|202418815|PRESENT
170204|2026-04-06|202418816|PRESENT
170204|2026-04-06|202418817|PRESENT
170204|2026-04-06|202418818|PRESENT
170204|2026-04-06|202418819|PRESENT
170204|2026-04-06|202418820|PRESENT
170204|2026-04-06|202418821|PRESENT
170204|2026-04-06|202418822|PRESENT
170204|2026-04-06|202418823|UNEXCUSED_ABSENCE
170204|2026-04-06|202418824|PRESENT
170204|2026-04-06|202418825|PRESENT
170204|2026-04-06|202418826|PRESENT
170204|2026-04-06|202418827|PRESENT
170204|2026-04-06|202418828|PRESENT
170204|2026-04-06|202418829|PRESENT
170204|2026-04-06|202418830|PRESENT
170204|2026-04-06|202418831|PRESENT
170204|2026-04-06|202418832|PRESENT
170204|2026-04-06|202418833|PRESENT
170204|2026-04-06|202418834|PRESENT
170204|2026-04-06|202418835|PRESENT
170204|2026-04-06|202418836|PRESENT
170204|2026-04-06|202418837|PRESENT
170204|2026-04-13|202418969|PRESENT
170204|2026-04-13|202418904|PRESENT
170204|2026-04-13|202418885|PRESENT
170204|2026-04-13|202418801|EXCUSED_ABSENCE
170204|2026-04-13|202418802|PRESENT
170204|2026-04-13|202418803|PRESENT
170204|2026-04-13|202418804|PRESENT
170204|2026-04-13|202418805|PRESENT
170204|2026-04-13|202418852|PRESENT
170204|2026-04-13|202418807|PRESENT
170204|2026-04-13|202418808|PRESENT
170204|2026-04-13|202418809|PRESENT
170204|2026-04-13|202418810|PRESENT
170204|2026-04-13|202418811|UNEXCUSED_ABSENCE
170204|2026-04-13|202418812|PRESENT
170204|2026-04-13|202418813|PRESENT
170204|2026-04-13|202418814|PRESENT
170204|2026-04-13|202418815|PRESENT
170204|2026-04-13|202418816|PRESENT
170204|2026-04-13|202418817|PRESENT
170204|2026-04-13|202418818|PRESENT
170204|2026-04-13|202418819|PRESENT
170204|2026-04-13|202418820|PRESENT
170204|2026-04-13|202418821|PRESENT
170204|2026-04-13|202418822|PRESENT
170204|2026-04-13|202418823|PRESENT
170204|2026-04-13|202418824|PRESENT
170204|2026-04-13|202418825|PRESENT
170204|2026-04-13|202418826|PRESENT
170204|2026-04-13|202418827|PRESENT
170204|2026-04-13|202418828|PRESENT
170204|2026-04-13|202418829|PRESENT
170204|2026-04-13|202418830|EXCUSED_ABSENCE
170204|2026-04-13|202418831|PRESENT
170204|2026-04-13|202418832|PRESENT
170204|2026-04-13|202418833|PRESENT
170204|2026-04-13|202418834|PRESENT
170204|2026-04-13|202418835|PRESENT
170204|2026-04-13|202418836|PRESENT
170204|2026-04-13|202418837|PRESENT
170204|2026-04-20|202418969|PRESENT
170204|2026-04-20|202418904|UNEXCUSED_ABSENCE
170204|2026-04-20|202418885|PRESENT
